"47","16946","3"
"47","17948","2"
"48","5524","4"
"48","906","6"
"49","18358","7"
"49","12462","6"
"50","12451","3"
"50","10248","1"
"51","15250","6"
"52","948","8"
"52","7195","7"
"52","1117","9"
"54","4791","5"
"54","11081","3"
"54","11289","1"
"54","11404","4"
"54","19805","3"
"55","3957","3"
"55","4512","6"
"56","9034","6"
"56","15995","2"
"57","15317","5"
"57","7003","8"
"57","7560","9"
"57","19110","1"
"57","8110","4"
"57","6109","5"
"58","18015","9"
"58","6677","4"
"59","14682","8"
"59","19337","8"
"59","18578","4"
"59","10143","5"
"59","12610","5"
"59","5226","5"
"59","4383","3"
"60","6670","3"
"60","15880","4"
"60","3606","7"
"60","7306","2"
"61","11694","5"
"62","11934","2"
"62","19025","6"
"62","11959","1"
"62","1906","4"
"62","858","9"
"62","18485","7"
"62","15797","3"
"62","9824","3"
"62","3188","5"
"63","14313","2"
"63","1207","8"
"63","6743","6"
"64","3675","7"
"64","1148","9"
"64","4107","9"
"64","14219","2"
"64","14593","4"
"64","17564","2"
"64","10347","5"
"65","4580","5"
"65","16988","1"
"65","15553","4"
"66","9690","8"
"66","12440","3"
"67","11588","9"
"67","6552","5"
"68","4798","4"
"68","8290","1"
"68","7578","2"
"68","10655","2"
"68","625","2"
"68","7544","9"
"68","9512","7"
"68","7774","3"
"69","19047","6"
"69","9653","5"
"69","17451","9"
"69","18437","6"
"69","5812","2"
"69","10253","3"
"70","290","3"
"70","3266","2"
"70","8333","6"
"70","11478","6"
"71","1352","6"
"71","3703","4"
"71","5080","5"
"71","16507","5"
"71","4208","5"
"71","10827","8"
"72","19589","1"
"73","6412","5"
"73","5192","9"
"73","16285","9"
"73","2254","2"
"73","10302","6"
"73","3160","8"
"73","19253","9"
"74","5424","8"
"74","2710","5"
"74","7729","5"
"74","5775","5"
"74","19314","8"
"74","19337","3"
"75","6737","6"
"75","915","3"
"76","17451","5"
"76","9186","2"
"76","9205","4"
"76","2063","9"
"76","3248","7"
"77","10397","8"
"77","18593","8"
"78","7010","7"
"78","5759","2"
"78","13163","2"
"79","4655","4"
"79","14744","7"
"79","16332","5"
"80","4943","4"
"80","8209","6"
"80","12325","1"
"80","1583","6"
"80","13673","1"
"80","17657","3"
"80","4399","3"
"81","2696","7"
"81","10342","7"
"81","5795","9"
"81","9265","1"
"81","5493","1"
"81","16060","2"
"81","5538","6"
"81","18713","5"
"82","464","5"
"82","9872","1"
"82","7648","3"
"82","2644","8"
"82","12095","3"
"82","13798","3"
"83","18641","4"
"83","1360","1"
"83","2985","2"
"83","7934","3"
"84","19797","9"
"84","17823","9"
"84","2207","8"
"84","19224","1"
"84","8985","6"
"85","2684","1"
"85","16504","8"
"85","10615","8"
"85","6378","9"
"85","5029","4"
"85","17281","7"
"85","14057","8"
"85","11394","8"
"85","10379","2"
"86","1","4"
"86","1786","6"
"87","10076","7"
"87","7968","2"
"87","13395","2"
"88","9904","3"
"88","1039","1"
"88","7256","3"
"88","17358","8"
"88","8111","6"
"89","16648","6"
"89","17964","2"
"89","15840","9"
"89","7400","8"
"89","19141","7"
"89","10643","3"
"89","16637","7"
"89","8929","8"
"90","3373","1"
"90","17987","7"
"90","12148","2"
"90","8819","7"
"90","5002","9"
"90","3686","9"
"91","17480","2"
"91","1225","2"
"91","7887","2"
"91","17963","5"
"91","310","1"
"91","1626","6"
"91","954","5"
"91","16091","3"
"91","7208","1"
"92","11579","2"
"92","11776","8"
"92","8257","4"
"92","4657","6"
"92","1661","5"
"92","11472","1"
"92","19868","3"
"92","18344","3"
"93","1576","6"
"93","8357","6"
"93","16686","3"
"93","4004","7"
"93","2343","3"
"93","13728","5"
"93","2262","4"
"93","1478","1"
"94","315","9"
"94","11659","4"
"94","19688","6"
"94","5121","5"
"94","6831","2"
"94","1305","3"
"94","14841","6"
"95","16245","5"
"95","15159","4"
"95","571","9"
"95","2329","4"
"95","6471","8"
"95","19952","7"
"95","17657","5"
"96","9881","4"
"96","9960","1"
"96","14392","7"
"96","722","1"
"96","11580","9"
"96","17490","7"
"96","19633","5"
"97","4607","3"
"97","13877","8"
"97","15042","5"
"97","2253","3"
"97","10353","6"
"97","9851","5"
"97","2767","5"
"97","11154","7"
"98","10188","6"
"98","2402","8"
"98","4474","7"
"98","2721","2"
"98","6181","8"
"98","6236","2"
"98","8873","2"
"98","11145","6"
"99","7460","2"
"99","14832","2"
"99","1749","9"
"99","178","8"
"99","7115","3"
"99","15248","1"
"99","16958","1"
"99","18355","1"
"100","18861","5"
"100","534","3"
"100","1394","5"
"100","5018","3"
"100","7134","4"
"100","18252","4"
"100","15270","2"
"102","12691","2"
"102","17305","4"
"102","261","1"
"102","16673","5"
"102","4719","1"
"102","2371","5"
"102","16507","4"
"102","17333","8"
"104","11293","3"
"104","3087","8"
"104","1720","9"
"104","8713","8"
"104","8940","6"
"104","7798","3"
"104","1351","5"
"105","8651","4"
"105","5440","3"
"105","19072","1"
"105","3430","9"
"106","5622","7"
"106","3043","1"
"107","10228","2"
"107","19830","9"
"107","12995","2"
"108","5688","7"
"108","9953","2"
"108","1178","6"
"108","12156","1"
"108","7201","2"
"109","10253","3"
"109","155","1"
"110","2034","9"
"110","518","7"
"110","17334","8"
"110","14514","4"
"110","15693","1"
"111","1617","3"
"111","17624","5"
"111","12719","9"
"111","4301","2"
"111","1749","4"
"111","7455","4"
"112","5946","3"
"112","16226","6"
"112","14289","6"
"112","14344","1"
"112","7614","3"
"112","17852","5"
"114","1906","1"
"114","13189","7"
"114","12919","1"
"114","6286","9"
"114","969","2"
"114","9299","4"
"114","6960","9"
"114","6492","9"
"114","12057","4"
"115","4568","5"
"115","13726","4"
"115","4413","3"
"115","19357","5"
"115","1923","1"
"115","11169","9"
"116","1234","6"
"116","6678","3"
"116","11334","1"
"116","14913","5"
"116","10197","1"
"117","14514","6"
"118","4474","8"
"118","11682","6"
"118","1010","2"
"119","3354","8"
"119","17964","9"
"119","16147","4"
"119","15327","3"
"119","17058","2"
"119","8779","9"
"119","16135","5"
"119","13570","2"
"119","7575","4"
"120","12610","3"
"120","18969","3"
"120","9491","8"
"120","15229","5"
"120","9823","5"
"120","18052","4"
"120","3291","4"
"120","18614","8"
"120","16978","2"
"121","4624","7"
"121","2727","1"
"121","1598","9"
"121","12267","7"
"121","6908","1"
"121","14143","4"
"121","16055","7"
"122","5862","6"
"122","11463","9"
"123","13145","7"
"123","19901","6"
"123","16215","4"
"123","5808","6"
"123","17864","9"
"124","6933","5"
"124","13657","8"
"124","6831","3"
"124","2513","6"
"125","8925","6"
"126","14144","1"
"126","2213","2"
"126","5727","4"
"127","10623","2"
"127","11865","1"
"128","11416","8"
"128","11630","4"
"129","16353","9"
"129","5582","6"
"129","3053","7"
"129","19337","4"
"129","1231","7"
"130","4331","4"
"131","13329","2"
"131","16055","9"
"131","14114","3"
"131","13189","8"
"131","15525","3"
"132","4083","7"
"133","17513","4"
"133","5754","4"
"133","18626","3"
"133","6378","9"
"133","449","9"
"133","1188","2"
"134","3106","9"
"134","14525","5"
"134","6434","8"
"134","2681","1"
"134","1599","5"
"134","16588","2"
"134","2874","8"
"134","11021","6"
"134","2742","8"
"135","713","4"
"137","17369","3"
"137","17680","6"
"137","16935","2"
"138","5036","7"
"138","8852","5"
"138","16195","7"
"138","2974","7"
"138","9827","7"
"138","14757","6"
"138","4379","1"
"138","10066","1"
"139","1138","3"
"139","12939","8"
"139","11027","9"
"139","8095","5"
"139","18976","8"
"140","4659","2"
"140","860","4"
"140","15030","1"
"140","4587","7"
"140","11297","6"
"141","5296","2"
"141","15958","3"
"141","6813","6"
"141","8708","7"
"141","10112","2"
"141","19799","3"
"141","10521","9"
"141","5533","3"
"141","9871","7"
"142","18275","5"
"142","19243","3"
"142","10376","5"
"142","903","5"
"143","13118","6"
"143","4443","3"
"143","5094","9"
"143","9845","9"
"143","15711","6"
"144","8872","6"
"144","14889","6"
"144","9752","6"
"144","9959","2"
"144","13859","7"
"144","2513","5"
"145","1866","8"
"146","15646","3"
"146","10560","7"
"146","18348","6"
"147","19174","9"
"147","7397","5"
"147","15850","3"
"147","984","6"
"147","16868","3"
"148","13424","5"
"148","9575","8"
"148","4905","5"
"149","886","7"
"149","14095","9"
"149","5284","6"
"149","19106","3"
"149","19677","3"
"150","3271","2"
"150","3684","6"
"152","12863","8"
"152","5012","5"
"153","15494","3"
"153","4746","3"
"153","17650","5"
"153","19001","5"
"153","5907","2"
"153","18194","2"
"153","4308","3"
"154","4054","2"
"154","18932","3"
"154","295","9"
"155","2285","6"
"155","4791","4"
"155","3223","2"
"155","11418","2"
"155","16320","7"
"155","11849","3"
"155","1678","9"
"157","4290","9"
"157","3745","7"
"157","4566","1"
"159","16715","7"
"159","6688","9"
"159","19932","3"
"159","675","5"
"159","15680","1"
"159","8531","3"
"159","15583","9"
"159","5139","6"
"159","17467","6"
"160","15942","5"
"160","10827","1"
"160","11798","4"
"160","13089","4"
"160","1050","6"
"160","5560","1"
"160","15390","3"
"160","13559","8"
"161","2515","5"
"161","4666","7"
"161","12196","9"
"161","17279","7"
"161","16945","3"
"161","12639","7"
"161","17677","4"
"162","7939","3"
"162","17158","5"
"162","10625","5"
"162","10566","8"
"162","3680","5"
"162","2373","3"
"162","1276","3"
"163","14799","2"
"164","18948","8"
"164","15485","4"
"164","16184","9"
"164","16711","3"
"164","848","5"
"164","15893","5"
"164","8396","8"
"164","2031","2"
"164","3128","5"
"165","10252","5"
"165","12812","9"
"165","1799","3"
"166","7183","2"
"166","7649","4"
"168","7527","1"
"169","5872","5"
"169","3458","9"
"169","17006","7"
"169","2604","9"
"169","10596","8"
"169","5623","3"
"169","6238","7"
"169","7270","3"
"170","2806","1"
"170","7339","2"
"170","12239","4"
"170","16617","4"
"170","19444","1"
"170","3955","4"
"170","3343","3"
"170","10688","7"
"170","5844","4"
"171","4876","7"
"171","9248","4"
"171","10560","6"
"171","16952","8"
"171","7234","7"
"172","11135","6"
"172","299","7"
"172","11339","2"
"172","13259","2"
"172","8381","1"
"173","13564","6"
"173","3963","4"
"173","236","2"
"173","14705","3"
"173","14765","1"
"173","17996","3"
"173","1916","7"
"174","4057","5"
"174","18666","4"
"174","7268","1"
"174","16450","1"
"175","14266","1"
"175","9020","3"
"175","3499","6"
"176","12517","2"
"177","4206","3"
"177","10237","2"
"177","7262","1"
"177","18486","7"
"177","15998","1"
"177","4929","6"
"177","11396","5"
"178","2095","1"
"178","1553","7"
"178","17376","1"
"179","16195","7"
"179","2430","2"
"179","7498","6"
"179","4057","3"
"179","14030","5"
"179","16878","5"
"179","9240","7"
"179","19638","8"
"180","454","4"
"180","16965","7"
"181","18697","7"
"181","15457","4"
"181","17556","2"
"181","3587","2"
"181","18706","9"
"181","9939","2"
"181","169","2"
"181","11380","8"
"182","2966","7"
"182","3087","9"
"182","1176","2"
"183","18041","8"
"183","17747","4"
"184","10559","7"
"184","6102","5"
"184","14053","4"
"184","17326","7"
"184","12952","6"
"184","2474","7"
"185","6123","1"
"185","11797","5"
"186","12316","6"
"186","2249","9"
"186","13284","4"
"186","5923","1"
"186","926","9"
"186","15259","5"
"186","13570","8"
"186","14405","3"
"186","9827","8"
"187","8030","1"
"187","8450","4"
"187","3908","3"
"187","15751","1"
"187","14018","9"
"187","1906","4"
"187","11281","4"
"188","16120","9"
"188","3876","8"
"188","10758","3"
"188","9837","2"
"190","17053","6"
"190","19258","7"
"190","15145","2"
"190","5906","3"
"190","9466","7"
"190","16329","2"
"191","15532","3"
"191","17721","7"
"191","19951","3"
"191","13319","7"
"191","18660","7"
"192","5619","3"
"192","260","7"
"192","15829","8"
"192","10838","5"
"192","7112","7"
"193","17979","1"
"194","18785","8"
"194","2589","1"
"194","7183","8"
"194","3070","3"
"194","6087","8"
"194","11183","1"
"194","1614","1"
"194","137","3"
"196","6725","7"
"197","12334","4"
"197","6956","1"
"197","6863","4"
"197","2533","1"
"197","7898","7"
"197","10655","9"
"197","5545","3"
"197","12714","5"
"197","3401","9"
"198","13695","6"
"198","16104","8"
"198","6681","6"
"198","14626","2"
"198","2660","5"
"198","13457","6"
"198","4508","2"
"198","10206","1"
"198","16057","9"
"199","16686","7"
"199","121","6"
"199","8850","5"
"199","6600","8"
"199","2675","7"
"199","10613","4"
"199","9345","4"
